,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
6546,2019,2018-12-21 17:28:55.923,90000.0,United States,85743,Microsoft SQL Server,18,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, SQLite, Azure SQL DB",Full time employee,Developer: T-SQL,No,9,2 (I worked at another similar position elsewhere before this one),1,100-249,6,None (no degree completed),,"No, I never have",45,1,100K-299K (city),Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects",1
6051,2019,2018-12-11 07:26:16.379,70800.0,United Kingdom,NG2,Microsoft SQL Server,11,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,11,4,1,1000 or more,100,None (no degree completed),,"No, I never have",40,1,100K-299K (city),Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects",1
2811,2017,2017-01-13 08:18:18.482,28800.0,Ukraine,Not Asked,Microsoft SQL Server,12,,Full time employee,Developer: T-SQL,Yes,12,Not Asked,None,Not Asked,2,Masters,No,"No, I never have",40,2,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
659,2017,2017-01-05 12:16:31.062,47000.0,United Kingdom,Not Asked,Microsoft SQL Server,7,,Full time employee,DBA,No,7,Not Asked,2,Not Asked,40,Masters,Yes,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
1794,2017,2017-01-09 03:43:46.337,55000.0,United Kingdom,Not Asked,Microsoft SQL Server,8,Azure SQL DB,Full time employee of a consulting/contracting company,DBA,No,8,Not Asked,None,Not Asked,50,Doctorate/PhD,No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2511,2017,2017-01-10 02:28:43.673,58500.0,France,Not Asked,Microsoft SQL Server,8,Oracle,Full time employee of a consulting/contracting company,DBA,No,5,Not Asked,None,Not Asked,50,Associates (2 years),Yes,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3397,2018,2017-12-12 13:44:54.660,77575.0,United States,52403,Microsoft SQL Server,6,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,6,Not Asked,None,Not Asked,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Non-profit,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
4282,2018,2017-12-19 08:52:29.808,55000.0,United States,65201,Microsoft SQL Server,6,"Microsoft Access, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,2,Not Asked,100,Bachelors (4 years),No,"No, I never have",40,1,Not Asked,"Education (K-12, college, university)",No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D",1
1147,2017,2017-01-05 23:33:03.711,120000.0,Switzerland,Not Asked,Microsoft SQL Server,20,,Full time employee,DBA,No,10,Not Asked,4,Not Asked,400,Masters,Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3272,2018,2017-12-12 12:02:07.108,117500.0,United States,97128,Microsoft SQL Server,13,Azure SQL DB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,Not Asked,3,Not Asked,250,Associates (2 years),Yes,"Yes, but they expired",45,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
608,2017,2017-01-05 12:00:46.260,109000.0,United States,Not Asked,Oracle,15,"Microsoft SQL Server, Oracle",Full time employee,DBA,No,10,Not Asked,2,Not Asked,20,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
6287,2019,2018-12-12 02:01:15.188,47000.0,United Kingdom,,Microsoft SQL Server,6,Azure SQL DB,Full time employee,Developer: T-SQL,No,2,3,5,100-249,60,Associates (2 years),,"Yes, and they're currently valid",40,"None, or less than 1 day per week",100K-299K (city),Private business,No,"Stay with the same employer,  but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
3582,2018,2017-12-13 03:27:45.610,131000.0,Ireland,,Microsoft SQL Server,12,,Full time employee,Manager,Yes,20,Not Asked,None,Not Asked,10,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)","Manual tasks, Meetings & management, Projects",1
1930,2017,2017-01-09 08:25:44.077,176000.0,United States,Not Asked,Microsoft SQL Server,17,Microsoft Access,Full time employee of a consulting/contracting company,DBA,No,15,Not Asked,1,Not Asked,20,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
197,2017,2017-01-05 10:11:55.275,75000.0,United States,Not Asked,Microsoft SQL Server,4,,Full time employee,DBA,No,1,Not Asked,None,Not Asked,30,Bachelors (4 years),Yes,"Yes, but they expired",36,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2931,2018,2017-12-11 10:01:02.891,83232.0,United States,15650,Microsoft SQL Server,12,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,9,Not Asked,None,Not Asked,11,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, On-call 24/7/365",1
2327,2017,2017-01-09 12:36:34.522,63000.0,United Kingdom,Not Asked,Microsoft SQL Server,22,,Full time employee,Developer: T-SQL,No,35,Not Asked,3,Not Asked,20,Associates (2 years),Yes,"Yes, and they're currently valid",37,3,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
4389,2018,2017-12-19 15:42:50.438,19600.0,Portugal,1100,Microsoft SQL Server,6,"Microsoft SQL Server, Sybase ASE",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,Not Asked,3,Not Asked,120,None (no degree completed),Yes,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
766,2017,2017-01-05 13:00:43.938,125000.0,United States,Not Asked,Oracle,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",Independent or freelancer or company owner,DBA,Yes,10,Not Asked,None,Not Asked,35,Bachelors (4 years),No,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
4496,2018,2017-12-20 04:16:09.749,66000.0,Germany,44143,Microsoft SQL Server,4,"Microsoft SQL Server, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,2,Not Asked,74,None (no degree completed),,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Federal government,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Manual tasks, Projects, R&D",1
4218,2018,2017-12-19 01:18:39.222,50000.0,United States,89121,Microsoft SQL Server,1,,Full time employee,Analyst,No,1,Not Asked,None,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Non-profit,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Manual tasks, Projects, Training/teaching",1
3255,2018,2017-12-12 11:56:39.189,113000.0,United States,,Microsoft SQL Server,9,"Oracle, MySQL/MariaDB, DB2, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,9,Not Asked,More than 5,Not Asked,45,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, On-call as part of a rotation, Projects, Training/teaching",1
202,2017,2017-01-05 10:19:31.438,88000.0,Australia,Not Asked,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2",Full time employee,Other,No,1,Not Asked,More than 5,Not Asked,0,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3510,2018,2017-12-12 20:25:49.024,50000.0,India,400077,Microsoft SQL Server,15,SAP,"Independent consultant, contractor, freelancer,  or company owner",Architect,No,20,Not Asked,None,Not Asked,3,Masters,No,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Projects, R&D, Training/teaching",1
4931,2018,2017-12-20 11:33:32.871,150000.0,Canada,K2E,Oracle,15,"Microsoft SQL Server, Oracle","Independent consultant, contractor, freelancer,  or company owner",Analyst,Yes,5,Not Asked,2,Not Asked,70,Associates (2 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Manual tasks, Meetings & management, On-call as part of a rotation",1
6390,2019,2018-12-13 07:01:32.739,83000.0,Canada,T6H 3R9,Microsoft SQL Server,16,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,22,3,1,250-499,18,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",1M+ (metropolis),State/province government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
5535,2018,2017-12-26 13:08:29.988,90000.0,United States,55805,Microsoft SQL Server,8,Microsoft Access,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,Not Asked,None,Not Asked,25,None (no degree completed),,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"On-call as part of a rotation, Projects, R&D",1
1733,2017,2017-01-09 01:43:17.331,15500.0,Bulgaria,Not Asked,Microsoft SQL Server,4,"MySQL/MariaDB, Microsoft Access, SQLite, FireBird",Full time employee,Developer: T-SQL,No,4,Not Asked,More than 5,Not Asked,10,Associates (2 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
5791,2018,2018-01-02 07:18:21.093,100000.0,Ireland,,Microsoft SQL Server,10,"Azure SQL DB, CosmosDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,Not Asked,2,Not Asked,30,Masters,Yes,"Yes, but they expired",40,3,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Engineer,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2777,2017,2017-01-12 12:16:10.825,125000.0,United States,Not Asked,Microsoft SQL Server,17,"DB2, Microsoft Access, SQLite",Full time employee of a consulting/contracting company,DBA,No,17,Not Asked,None,Not Asked,5,None (no degree completed),,"Yes, and they're currently valid",40,2,Not Asked,Federal government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
1707,2017,2017-01-08 17:56:14.823,57740.0,Australia,Not Asked,Microsoft SQL Server,6,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,1,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",35,"None, or less than 1 day per week",Not Asked,Federal government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
5172,2018,2017-12-20 19:56:58.443,60000.0,United States,63304,Microsoft SQL Server,4,"Azure SQL DB, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,3,Not Asked,3000,Bachelors (4 years),No,"No, I never have",50,2,Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Prefer not to say,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments)","Manual tasks, On-call as part of a rotation",1
5249,2018,2017-12-21 06:59:52.890,5800.0,Brazil,89400-000,Microsoft SQL Server,3,PostgreSQL,Full time employee,"Developer: App code (C#, JS, etc)",No,3,Not Asked,2,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Projects",1
5757,2018,2018-01-02 02:39:28.152,40541.0,United Kingdom,ST,Microsoft SQL Server,4,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",Full time employee,Developer: T-SQL,No,4,Not Asked,None,Not Asked,4,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)",Projects,1
3474,2018,2017-12-12 16:48:02.869,30000.0,Serbia and Montenegro,,Microsoft SQL Server,10,"PostgreSQL, Microsoft Access",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,2,Not Asked,15,Masters,No,"No, I never have",40,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management",1
6528,2019,2018-12-21 16:49:47.948,67500.0,United States,99515,Microsoft SQL Server,5,"Oracle, MongoDB, Azure SQL DB, Neo4j",Full time employee,Architect,No,1,1 (this is the only company where I've had this kind of position),3,1000 or more,10,Associates (2 years),No,"No, I never have",40,"None, or less than 1 day per week",100K-299K (city),Non-profit,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Meetings & management, On-call as part of a rotation, Training/teaching",1
5855,2018,2018-01-02 13:10:27.580,75000.0,United States,78643,Microsoft SQL Server,21,Microsoft SQL Server,Part time,Developer: T-SQL,No,5,Not Asked,None,Not Asked,3,Masters,Yes,"No, I never have",12,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, On-call 24/7/365, R&D, Training/teaching",1
854,2017,2017-01-05 13:45:29.067,68081.0,United States,Not Asked,Microsoft SQL Server,9,Microsoft Access,Full time employee,DBA,Yes,2,Not Asked,None,Not Asked,15,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
5685,2018,2017-12-28 15:58:38.973,115000.0,United States,92124,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,11,Not Asked,More than 5,Not Asked,30,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Projects",1
6363,2019,2018-12-12 17:38:44.421,125000.0,United States,84081,Microsoft SQL Server,12,"Microsoft SQL Server, Oracle, Teradata",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,5,1,1000 or more,60,Masters,Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",100K-299K (city),Non-profit,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
4737,2018,2017-12-20 09:40:00.330,75000.0,United States,78217,Microsoft SQL Server,7,Microsoft SQL Server,Full time employee,Architect,Yes,7,Not Asked,2,Not Asked,15,None (no degree completed),,"Yes, and they're currently valid",50,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
4097,2018,2017-12-18 14:41:09.318,90000.0,United States,21222,Microsoft SQL Server,20,"Oracle, Microsoft Access",Full time employee,Data Scientist,No,20,Not Asked,None,Not Asked,5,Masters,Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Non-profit,No,"Stay with the same employer, same role",Male,"Analyst, Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching",1
2160,2017,2017-01-09 10:37:17.377,120000.0,United Kingdom,Not Asked,Microsoft SQL Server,10,,Independent or freelancer or company owner,DBA,No,1,Not Asked,More than 5,Not Asked,100,Bachelors (4 years),No,"Yes, but they expired",40,2,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
698,2017,2017-01-05 12:32:11.343,71500.0,Canada,Not Asked,Microsoft SQL Server,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Excel",Full time employee,Analyst,No,5,Not Asked,5,Not Asked,125,Associates (2 years),Yes,"Yes, but they expired",36,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
6821,2019,2018-12-31 09:12:41.080,100000.0,Canada,V5x0c6 ,Microsoft SQL Server,20,"Microsoft Access, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,20,3,None,250-499,3,Masters,Yes,"Yes, and they're currently valid",40,2,300K-1M (large city),Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D",1
2999,2018,2017-12-11 15:09:42.491,126000.0,United States,92648,Microsoft SQL Server,6,Microsoft Access,Full time employee,Developer: T-SQL,No,2,Not Asked,1,Not Asked,2,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer,  but change roles",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Projects, Training/teaching",1
3696,2018,2017-12-13 17:40:18.928,103110.0,United States,48038,Microsoft SQL Server,8,"Microsoft SQL Server, Oracle",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,None,Not Asked,6,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Not Asked,Federal government,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Manual tasks, Projects",1
1636,2017,2017-01-07 12:25:44.500,50000.0,United States,Not Asked,Microsoft SQL Server,3,,Full time employee,Manager,Yes,3,Not Asked,1,Not Asked,6,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Student,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
3457,2018,2017-12-12 15:47:38.363,85000.0,United States,4103,Microsoft SQL Server,3,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,Not Asked,4,Not Asked,120,Bachelors (4 years),Yes,"No, I never have",41,2,Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Meetings & management, On-call 24/7/365, R&D, Training/teaching",1
3581,2018,2017-12-13 03:26:56.144,98000.0,United Kingdom,,Microsoft SQL Server,7,"Microsoft SQL Server, Microsoft Access, SQLite, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,None,Not Asked,8,None (no degree completed),Yes,"Yes, and they're currently valid",40,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
1291,2017,2017-01-06 06:44:09.677,4118.0,India,Not Asked,Microsoft SQL Server,3,Microsoft SQL Server,Full time employee,DBA,No,2,Not Asked,4,Not Asked,50,Bachelors (4 years),Yes,"No, I never have",48,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
4659,2018,2017-12-20 09:08:09.390,63000.0,Estonia,,Microsoft SQL Server,18,Ingres,Full time employee,Architect,No,18,Not Asked,None,Not Asked,9,None (no degree completed),,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)","Build scripts & automation tools, Meetings & management",1
6585,2019,2018-12-21 21:21:33.357,52000.0,United States,92121,Microsoft SQL Server,1,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,1 (this is the only company where I've had this kind of position),4,1000 or more,160,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,,1
5616,2018,2017-12-27 10:10:35.388,100000.0,United States,37932,DB2,15,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Pervasive",Full time employee,Analyst,Yes,2,Not Asked,None,Not Asked,15,Masters,No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Data Scientist, Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
1853,2017,2017-01-09 08:05:33.891,93500.0,United States,Not Asked,Microsoft SQL Server,6,Microsoft SQL Server,Full time employee,DBA,No,3,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"Yes, but they expired",40,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
5232,2018,2017-12-21 04:34:30.731,119000.0,Germany,,Microsoft SQL Server,18,,Full time employee,Manager,Yes,10,Not Asked,1,Not Asked,10,None (no degree completed),No,"Yes, and they're currently valid",50,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Meetings & management, Projects",1
3763,2018,2017-12-14 14:55:07.794,123000.0,United States,85008,Microsoft SQL Server,16,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,21,Not Asked,1,Not Asked,35,Masters,Yes,"Yes, but they expired",40,3,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,,1
3304,2018,2017-12-12 12:20:53.892,65500.0,United States,67212,Microsoft SQL Server,3,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,3,Not Asked,2,Not Asked,80,None (no degree completed),,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
6776,2019,2018-12-29 18:41:57.919,114000.0,United States,,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, SQLite, Azure SQL DB",Full time employee of a consulting/contracting company,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,10,5,1,250-499,6,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",1M+ (metropolis),Federal government,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management",1
5727,2018,2017-12-29 17:17:15.250,99000.0,United States,,Oracle,19,"Microsoft SQL Server, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,Not Asked,3,Not Asked,50,Masters,Yes,"Yes, and they're currently valid",45,1,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Female,Analyst,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, R&D",1
3743,2018,2017-12-14 11:38:09.722,110000.0,United States,55103,Microsoft SQL Server,25,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,5,Not Asked,None,Not Asked,4,None (no degree completed),,"Yes, but they expired",40,1,Not Asked,State/province government,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
3445,2018,2017-12-12 15:22:26.198,90000.0,United States,Philadelphia ,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,10,Not Asked,4,Not Asked,200,Bachelors (4 years),Yes,"Yes, but they expired",40,2,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Female,,"Meetings & management, On-call as part of a rotation, Projects",1
1998,2017,2017-01-09 09:07:01.760,115000.0,United States,Not Asked,Microsoft SQL Server,10,"Microsoft SQL Server, PostgreSQL, DB2, Amazon RDS (any flavor)",Full time employee,Architect,No,15,Not Asked,More than 5,Not Asked,100,Bachelors (4 years),Yes,"Yes, but they expired",50,2,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
663,2017,2017-01-05 12:18:29.024,75000.0,United States,Not Asked,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB",Full time employee,DBA,No,2,Not Asked,2,Not Asked,60,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
4779,2018,2017-12-20 10:06:23.139,100000.0,United States,7204,Microsoft SQL Server,3,,Full time employee,"Developer: App code (C#, JS, etc)",No,5,Not Asked,4,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Engineer,R&D,1
